attacking,attacked,support,attack,neutral
51,128,0.0008129451307468116,2.6641135264071636e-05,0.9991604089736938
51,129,2.7382225198380183e-07,2.92195406759177e-10,0.9999997615814209
51,130,0.005381847731769085,0.0018810820765793324,0.9927369952201843
51,131,0.08768375217914581,4.790629827766679e-05,0.9122684001922607
51,132,0.00012184034858364612,0.9846797585487366,0.015198341570794582
51,133,0.010225960984826088,0.01803719438612461,0.9717368483543396
51,134,0.002550506731495261,1.2344439710432198e-06,0.9974483251571655
51,135,0.029963480308651924,0.01007772982120514,0.9599588513374329
51,136,0.0016562704695388675,0.0008336443570442498,0.9975100755691528
51,137,0.0002825295669026673,0.01986519619822502,0.9798521995544434
51,138,0.07080674916505814,0.028116779401898384,0.9010765552520752
51,139,0.0013888446846976876,0.0004651130875572562,0.9981460571289062
51,140,0.005269818939268589,0.6790410280227661,0.3156891465187073
51,141,0.012652075849473476,0.0027217434253543615,0.9846261143684387
51,142,0.0012203019578009844,0.8838936686515808,0.114886075258255
51,143,3.6773616329810466e-07,0.0002439185482216999,0.9997556805610657
51,144,0.17749366164207458,0.14748595654964447,0.6750203967094421
51,145,0.9794363379478455,0.0035607728641480207,0.01700284518301487
51,146,3.344963488416397e-07,0.00013993032916914672,0.9998596906661987
51,147,0.015508423559367657,5.729605254600756e-05,0.9844343066215515
51,148,2.2325286408886313e-05,0.00020019005751237273,0.9997774958610535
51,149,0.026821734383702278,0.002320198342204094,0.970858097076416
52,100,1.2519280062406324e-05,0.8887593150138855,0.11122822761535645
52,101,0.0037261645775288343,0.6728808879852295,0.32339295744895935
52,102,0.14413537085056305,0.005728472955524921,0.8501361608505249
52,103,3.4674985727178864e-07,0.9989707469940186,0.0010289126075804234
52,104,0.15889765322208405,0.6415011882781982,0.19960112869739532
52,105,8.755743863275711e-08,0.999256432056427,0.000743373588193208
52,106,0.029880668967962265,0.06906186789274216,0.9010574817657471
52,107,0.1822626143693924,0.3419627547264099,0.4757745862007141
52,108,0.9329307079315186,0.05419142171740532,0.012877807021141052
52,109,3.819672201643698e-06,0.016749750822782516,0.983246386051178
52,110,0.6002923250198364,0.001818277407437563,0.3978894054889679
52,111,0.0011301137274131179,0.45222586393356323,0.5466439723968506
52,112,0.16562111675739288,0.12133961915969849,0.7130393385887146
52,113,0.21805383265018463,0.00402628630399704,0.7779198884963989
52,114,2.5560387140188823e-09,0.9970993995666504,0.0029005708638578653
52,115,0.00837121531367302,0.005593315698206425,0.9860354661941528
52,116,0.0012306905118748546,0.007773960940539837,0.9909953474998474
52,117,0.0014875485794618726,0.6625115275382996,0.336000919342041
52,118,0.004235164262354374,0.0018151764525100589,0.9939496517181396
52,119,0.9492073655128479,0.01939951255917549,0.031393036246299744
52,120,0.07484151422977448,0.15127871930599213,0.7738797664642334
52,121,0.8010299205780029,0.14896975457668304,0.05000031366944313
52,122,0.9959702491760254,0.00019125115068163723,0.0038385146763175726
52,123,0.05577636882662773,0.8751696348190308,0.0690540224313736
52,124,0.9999157190322876,4.952934614266269e-05,3.465047120698728e-05
52,125,0.4768258333206177,0.07015358656644821,0.4530206024646759
52,126,0.03859040141105652,0.9454066157341003,0.016002962365746498
52,127,3.219394152306765e-12,5.3109379223315045e-06,0.9999946355819702
52,128,0.11710400879383087,0.041655272245407104,0.841240644454956
52,129,0.0001980409724637866,3.5595516237663105e-05,0.9997664093971252
52,130,0.00282763852737844,0.9118372201919556,0.08533516526222229
52,131,0.9403445720672607,0.0017669274238869548,0.057888515293598175
52,132,3.9137809659806067e-10,0.9999879598617554,1.2032920494675636e-05
52,133,0.004301685374230146,0.80699622631073,0.18870209157466888
52,134,0.43816423416137695,0.0015338383382186294,0.5603018999099731
52,135,0.052699699997901917,0.014126182533800602,0.9331740736961365
52,136,0.376925528049469,0.0771859660744667,0.5458885431289673
52,137,1.1833189091703389e-05,0.8931466937065125,0.10684143751859665
52,138,0.0037263112608343363,0.6728702187538147,0.32340338826179504
52,139,0.14413517713546753,0.005728463176637888,0.8501363396644592
52,140,3.4675051097110554e-07,0.9989707469940186,0.0010289131896570325
52,141,0.1588977426290512,0.641501247882843,0.19960105419158936
52,142,8.755694835826944e-08,0.9992565512657166,0.0007433719001710415
52,143,0.029880650341510773,0.0690620169043541,0.9010573625564575
52,144,0.18226249516010284,0.34196311235427856,0.475774347782135
52,145,0.9329308271408081,0.05419135466217995,0.012877784669399261
52,146,3.819679932348663e-06,0.016749750822782516,0.983246386051178
52,147,0.6002918481826782,0.001818279386498034,0.3978898227214813
52,148,0.0011301144259050488,0.4522256851196289,0.5466442704200745
52,149,0.16562099754810333,0.12133953720331192,0.7130395174026489
53,100,0.0002136232506018132,0.68679279088974,0.3129936158657074
53,101,0.07144135236740112,0.014804293401539326,0.9137542843818665
53,102,0.13868844509124756,0.032892923802137375,0.8284186720848083
53,103,0.010000118985772133,0.2603839635848999,0.7296159267425537
53,104,0.8205277323722839,0.022165924310684204,0.1573062539100647
53,105,0.0005883301491849124,0.3188241422176361,0.6805875301361084
53,106,0.002313382690772414,0.014703753404319286,0.982982873916626
53,107,0.2258307933807373,0.09008634090423584,0.6840828061103821
53,108,0.9946398138999939,0.00046058258158154786,0.004899664781987667
53,109,3.156063485221239e-06,8.234316919697449e-05,0.9999145269393921
53,110,0.9331238269805908,0.00012110438547097147,0.06675498932600021
53,111,0.029547225683927536,0.0002209219674114138,0.970231831073761
53,112,0.4685750901699066,0.004024096764624119,0.5274008512496948
53,113,0.06085930019617081,0.01996704936027527,0.9191737174987793
53,114,2.0358827896416187e-05,0.0409255288541317,0.9590540528297424
53,115,0.0003813023504335433,0.0005669623496942222,0.9990517497062683
53,116,0.0002119650162057951,0.0007907856488600373,0.9989972710609436
53,117,0.0006566227530129254,0.0003408132179174572,0.9990026354789734
53,118,0.00029483111575245857,0.0002117721742251888,0.9994933605194092
53,119,0.8927373290061951,0.01904424838721752,0.08821851760149002
53,120,0.06639207899570465,0.05597059428691864,0.8776373863220215
53,121,0.23963889479637146,0.16115115582942963,0.5992099046707153
53,122,0.9469882249832153,3.857150659314357e-05,0.052973221987485886
53,123,0.4138570725917816,0.031942471861839294,0.5542004704475403
53,124,0.24633821845054626,0.002727158833295107,0.7509346008300781
53,125,0.9998952150344849,9.72233578977466e-07,0.00010380262392573059
53,126,0.9449301362037659,0.0015898775309324265,0.05347997322678566
53,127,1.7528009599310224e-10,3.282952931726868e-08,1.0
53,128,0.4719765782356262,1.0864101568586193e-05,0.5280125737190247
53,129,0.011926165781915188,8.240365332312649e-07,0.98807293176651
53,130,0.07093443721532822,0.04464135691523552,0.8844242095947266
53,131,0.593589723110199,0.01399114727973938,0.39241909980773926
53,132,0.0003487713111098856,0.7928999066352844,0.20675128698349
53,133,0.010478071868419647,0.12067195028066635,0.8688499331474304
53,134,0.8094223737716675,8.907377377909143e-06,0.19056878983974457
53,135,0.01887931302189827,0.008379636332392693,0.9727411270141602
53,136,0.6219874620437622,0.006273199804127216,0.37173932790756226
53,137,0.00021125233615748584,0.6898643970489502,0.30992433428764343
53,138,0.07144130766391754,0.01480428222566843,0.913754403591156
53,139,0.13868828117847443,0.03289288282394409,0.8284188508987427
53,140,0.01000011246651411,0.2603836953639984,0.7296161651611328
53,141,0.820527970790863,0.02216588892042637,0.15730617940425873
53,142,0.0005883299745619297,0.31882405281066895,0.680587649345398
53,143,0.002313382690772414,0.01470378041267395,0.9829828143119812
53,144,0.22583070397377014,0.09008640795946121,0.6840829253196716
53,145,0.9946398138999939,0.00046058191219344735,0.004899660125374794
53,146,3.156054390274221e-06,8.234301640186459e-05,0.9999145269393921
53,147,0.9331239461898804,0.0001211044000228867,0.06675495207309723
53,148,0.02954728901386261,0.0002209219674114138,0.970231831073761
53,149,0.46857523918151855,0.004024093970656395,0.5274007320404053
54,100,9.407535253558308e-05,0.013594490475952625,0.9863113760948181
54,101,0.005175602622330189,0.3177114427089691,0.6771129369735718
54,102,2.7333180696587078e-05,0.8839244842529297,0.11604820936918259
54,103,0.0029621163848787546,0.7339004278182983,0.26313742995262146
54,104,0.026344940066337585,0.5775347948074341,0.3961202800273895
54,105,0.00023441441589966416,0.9147816300392151,0.0849839448928833
54,106,6.370522442011861e-06,0.07802541553974152,0.9219682216644287
54,107,0.0057563986629247665,0.7986566424369812,0.1955868899822235
54,108,0.45721864700317383,0.30709582567214966,0.2356855273246765
54,109,3.563582495758055e-08,0.0031123412773013115,0.9968876242637634
54,110,0.000697743147611618,0.28475531935691833,0.7145469188690186
54,111,2.237400804006029e-05,0.0026458094362169504,0.9973318576812744
54,112,0.011411819607019424,0.12807908654212952,0.8605090379714966
54,113,0.0002500705886632204,0.3047458529472351,0.6950040459632874
54,114,7.954933778364648e-08,0.9167079329490662,0.08329198509454727
54,115,4.93368270326755e-06,0.017214974388480186,0.9827800989151001
54,116,3.4410718399158213e-06,0.006279002875089645,0.9937175512313843
54,117,7.95548203313956e-06,0.0006228571874089539,0.999369204044342
54,118,1.447459089831682e-05,0.0046227918937802315,0.9953627586364746
54,119,0.021251769736409187,0.6767361760139465,0.3020120859146118
54,120,0.003708377480506897,0.28671759366989136,0.7095739841461182
54,121,0.002536033047363162,0.8729799389839172,0.12448406219482422
54,122,0.39165493845939636,0.08541815727949142,0.5229268670082092
54,123,0.17011770606040955,0.16584959626197815,0.6640327572822571
54,124,0.0001669999910518527,0.21035003662109375,0.7894828915596008
54,125,0.03856417164206505,0.028702853247523308,0.9327329993247986
54,126,0.5986711978912354,0.3593944311141968,0.04193437844514847
54,127,3.1006606651803534e-14,4.030137290556013e-08,1.0
54,128,0.0035314406268298626,0.0009353821515105665,0.9955331087112427
54,129,3.395056751287484e-07,9.533161573926918e-06,0.9999901056289673
54,130,0.0001455470046494156,0.523768961429596,0.47608545422554016
54,131,0.011331833899021149,0.6717767715454102,0.3168914318084717
54,132,0.0002176350972149521,0.9322748184204102,0.0675075352191925
54,133,0.0010194723727181554,0.26289406418800354,0.7360864281654358
54,134,0.008323373273015022,0.00646952772513032,0.9852070808410645
54,135,0.005978915374726057,0.12311694025993347,0.8709041476249695
54,136,0.036860141903162,0.0376441553235054,0.9254956841468811
54,137,9.070606029126793e-05,0.013650150038301945,0.9862591028213501
54,138,0.0051756734028458595,0.3177037239074707,0.677120566368103
54,139,2.7333149773767218e-05,0.8839243054389954,0.11604838073253632
54,140,0.002962119411677122,0.7339004278182983,0.26313742995262146
54,141,0.026344887912273407,0.5775350332260132,0.3961201012134552
54,142,0.00023441508528776467,0.9147815108299255,0.08498401194810867
54,143,6.370515620801598e-06,0.07802554965019226,0.9219681024551392
54,144,0.005756408907473087,0.7986565828323364,0.19558696448802948
54,145,0.4572184979915619,0.30709606409072876,0.23568545281887054
54,146,3.563582495758055e-08,0.0031123412773013115,0.9968876242637634
54,147,0.000697741808835417,0.2847553789615631,0.7145469188690186
54,148,2.2374051695805974e-05,0.0026458108332008123,0.9973318576812744
54,149,0.011411834508180618,0.12807916104793549,0.8605089783668518
55,100,0.7598443031311035,0.004255165345966816,0.23590052127838135
55,101,0.9024445414543152,0.09748288244009018,7.262431608978659e-05
55,102,0.06042398884892464,0.9394559860229492,0.0001200456463266164
55,103,0.00019782723393291235,0.9998005032539368,1.661613737269363e-06
55,104,0.3571550250053406,0.6424041986465454,0.0004407980595715344
55,105,0.00032692894455976784,0.9996610879898071,1.1982329851889517e-05
55,106,0.9423984289169312,0.05288027226924896,0.004721278324723244
55,107,0.19684991240501404,0.803143322467804,6.818745987402508e-06
55,108,0.9998281002044678,0.00016152286843862385,1.0382470463810023e-05
55,109,0.9682847261428833,0.0301065631210804,0.0016086762771010399
55,110,0.0759642943739891,0.9239468574523926,8.88084905454889e-05
55,111,0.9928186535835266,0.007167554460465908,1.3679463336302433e-05
55,112,0.8047372698783875,0.11951413005590439,0.07574857026338577
55,113,0.22652509808540344,0.7666351199150085,0.00683984812349081
55,114,0.008314092643558979,0.99154132604599,0.00014459250087384135
55,115,0.0003691860765684396,0.999602735042572,2.81078064290341e-05
55,116,0.7416054010391235,0.03131182864308357,0.227082759141922
55,117,0.9960330128669739,0.003946559503674507,2.0411060177139007e-05
55,118,0.3321557641029358,0.00019696191884577274,0.6676472425460815
55,119,0.6943811178207397,0.27026742696762085,0.03535146266222
55,120,0.0006617023027502,0.41840142011642456,0.5809369087219238
55,121,3.2959331292659044e-05,0.9996063113212585,0.0003607619437389076
55,122,0.999853253364563,2.150598220396205e-06,0.00014461626415140927
55,123,0.9926570057868958,0.007189466618001461,0.0001534285838715732
55,124,0.9410157799720764,0.03617698326706886,0.022807160392403603
55,125,0.881299614906311,0.00015630251436959952,0.11854410916566849
55,126,0.9993990659713745,0.0002644717460498214,0.0003364623407833278
55,127,0.9999988079071045,1.1006280331571361e-08,1.207568288918992e-06
55,128,0.999785840511322,1.4863767161532593e-10,0.0002142232988262549
55,129,0.9970744848251343,0.000304277753457427,0.0026212839875370264
55,130,0.8763977885246277,0.12340924143791199,0.00019294886442366987
55,131,0.8665406107902527,0.13342158496379852,3.776011726586148e-05
55,132,1.899299633123519e-07,0.9999997615814209,2.3720662767345857e-08
55,133,0.23956845700740814,0.7582377791404724,0.0021937876008450985
55,134,0.9960405826568604,7.352074590016855e-06,0.003952001221477985
55,135,0.6972538232803345,0.08889146894216537,0.21385468542575836
55,136,0.9734680652618408,0.0006685846601612866,0.025863416492938995
55,137,0.7591081857681274,0.0043237293139100075,0.23656806349754333
55,138,0.9024448990821838,0.09748245775699615,7.262462168000638e-05
55,139,0.06042381003499031,0.9394561648368835,0.00012004577729385346
55,140,0.0001978281798074022,0.9998005032539368,1.6616201037322753e-06
55,141,0.3571551740169525,0.6424040198326111,0.0004407983215060085
55,142,0.00032692894455976784,0.9996610879898071,1.1982307114521973e-05
55,143,0.9423986673355103,0.05288005992770195,0.004721281584352255
55,144,0.1968497484922409,0.8031435012817383,6.818760994065087e-06
55,145,0.9998281002044678,0.00016152256284840405,1.0382441359979566e-05
55,146,0.9682847261428833,0.03010658361017704,0.001608681632205844
55,147,0.07596416771411896,0.9239470958709717,8.880834502633661e-05
55,148,0.9928186535835266,0.007167567498981953,1.3679450603376608e-05
55,149,0.8047375082969666,0.11951391398906708,0.07574855536222458
56,100,0.035015277564525604,0.08694396167993546,0.8780407309532166
56,101,0.0406356081366539,0.43483829498291016,0.524526059627533
56,102,0.004148449283093214,0.988635778427124,0.007215734105557203
56,103,3.570497938198969e-05,0.994897186756134,0.005067084450274706
56,104,0.011794869787991047,0.9849204421043396,0.0032847621478140354
56,105,2.5518877009744756e-05,0.9962967038154602,0.0036777930799871683
56,106,0.07793334871530533,0.03315087407827377,0.8889157176017761
56,107,0.0018719729268923402,0.9871206879615784,0.011007385328412056
56,108,0.8065881729125977,0.17927326261997223,0.014138597063720226
56,109,0.0014283809578046203,0.008273624815046787,0.9902979731559753
56,110,0.12630069255828857,0.4777597486972809,0.3959396183490753
56,111,0.03164006024599075,0.10691314935684204,0.8614467978477478
56,112,0.11189430207014084,0.12086644023656845,0.7672393321990967
56,113,0.09968952089548111,0.14978617429733276,0.7505242228507996
56,114,1.3033528375672176e-05,0.8789108395576477,0.12107617408037186
56,115,0.0033172231633216143,0.23639507591724396,0.7602876424789429
56,116,0.033969152718782425,0.01893717795610428,0.9470937252044678
56,117,0.07851133495569229,0.03385980427265167,0.8876287937164307
56,118,0.06173530966043472,0.0007101151277311146,0.9375545382499695
56,119,0.5761559009552002,0.24922093749046326,0.17462314665317535
56,120,0.005157815292477608,0.4895753264427185,0.5052669048309326
56,121,0.002511644968762994,0.9956948757171631,0.001793455216102302
56,122,0.9148991703987122,0.030975354835391045,0.05412543565034866
56,123,0.2600739598274231,0.6526102423667908,0.08731582760810852
56,124,0.3812861144542694,0.2694409191608429,0.3492729663848877
56,125,0.364559531211853,0.05180904641747475,0.5836313962936401
56,126,0.8772860169410706,0.03876696527004242,0.08394697308540344
56,127,5.675591552289916e-09,1.429619964077311e-11,1.0
56,128,0.9997614026069641,3.4119597813742075e-08,0.0002385762782068923
56,129,0.011315557174384594,4.148137304582633e-05,0.9886429905891418
56,130,0.08467090129852295,0.6159093976020813,0.2994197607040405
56,131,0.011273354291915894,0.9852633476257324,0.0034632813185453415
56,132,4.730866578483983e-07,0.999725878238678,0.0002736709429882467
56,133,0.04604147747159004,0.5452977418899536,0.40866076946258545
56,134,0.5464336276054382,0.0037786150351166725,0.4497877359390259
56,135,0.13689462840557098,0.0997907891869545,0.7633145451545715
56,136,0.48298826813697815,0.012368573807179928,0.5046432018280029
56,137,0.034691475331783295,0.08832618594169617,0.8769823312759399
56,138,0.040637265890836716,0.43483293056488037,0.5245298147201538
56,139,0.004148457199335098,0.988635778427124,0.007215740624815226
56,140,3.570507760741748e-05,0.994897186756134,0.005067096557468176
56,141,0.011794869787991047,0.9849204421043396,0.003284763777628541
56,142,2.5518851543893106e-05,0.9962967038154602,0.0036777982022613287
56,143,0.0779334008693695,0.03315085917711258,0.8889157176017761
56,144,0.0018719702493399382,0.9871206879615784,0.011007385328412056
56,145,0.8065884113311768,0.17927297949790955,0.014138600789010525
56,146,0.0014283795608207583,0.008273624815046787,0.9902979731559753
56,147,0.12630049884319305,0.4777600169181824,0.395939439535141
56,148,0.03164001181721687,0.10691321641206741,0.861446738243103
56,149,0.11189432442188263,0.12086641043424606,0.7672392725944519
57,100,0.13190603256225586,0.1551581174135208,0.7129358649253845
57,101,0.8006032705307007,0.18185700476169586,0.01753973588347435
57,102,0.3284318745136261,0.665676474571228,0.005891621578484774
57,103,0.0010990268783643842,0.9982682466506958,0.0006327240844257176
57,104,0.6891419887542725,0.29961878061294556,0.011239155195653439
57,105,0.00016083859372884035,0.9992413520812988,0.0005978289991617203
57,106,0.8121024966239929,0.10209854692220688,0.08579900115728378
57,107,0.5844941735267639,0.4138448238372803,0.0016610093880444765
57,108,0.9975504279136658,0.002289910800755024,0.0001597279479028657
57,109,0.8081766963005066,0.10954946279525757,0.08227391541004181
57,110,0.8854197859764099,0.11028523743152618,0.004294985439628363
57,111,0.9700958728790283,0.029675357043743134,0.0002287490206072107
57,112,0.8666648864746094,0.04989054054021835,0.08344456553459167
57,113,0.62764573097229,0.07516500353813171,0.29718926548957825
57,114,0.00783649180084467,0.9778814315795898,0.014282101765275002
57,115,0.24452494084835052,0.5623149871826172,0.19316013157367706
57,116,0.7158560156822205,0.13509832322597504,0.1490456610918045
57,117,0.965964674949646,0.03177756443619728,0.0022578269708901644
57,118,0.20683391392230988,0.012582485564053059,0.7805836200714111
57,119,0.8714444637298584,0.11753027886152267,0.011025264859199524
57,120,0.04499353840947151,0.22087158262729645,0.7341348528862
57,121,0.008565753698348999,0.9900896549224854,0.001344606513157487
57,122,0.9988740086555481,0.000412632041843608,0.0007133744074963033
57,123,0.49680864810943604,0.4923120141029358,0.010879402048885822
57,124,0.9547098875045776,0.031270623207092285,0.01401953399181366
57,125,0.8928406238555908,0.005154513753950596,0.10200481861829758
57,126,0.9972230195999146,0.0016263675643131137,0.0011505917645990849
57,127,0.00021962804021313787,0.00017780372581910342,0.9996026158332825
57,128,0.9834327697753906,0.00023971471819095314,0.016327407211065292
57,129,0.999961256980896,3.2629232009639964e-05,6.020274213369703e-06
57,130,0.48487621545791626,0.5061982274055481,0.008925599046051502
57,131,0.6952564716339111,0.3031132221221924,0.0016302440781146288
57,132,4.092383960596635e-07,0.9999973773956299,2.2881347376824124e-06
57,133,0.15924638509750366,0.8185495734214783,0.02220406010746956
57,134,0.9331026673316956,0.0010192730696871877,0.06587813794612885
57,135,0.5798922777175903,0.08946315199136734,0.3306445777416229
57,136,0.8925637602806091,0.00460201408714056,0.10283426940441132
57,137,0.1282692849636078,0.1566697508096695,0.7150610089302063
57,138,0.8006070852279663,0.18185314536094666,0.017539789900183678
57,139,0.3284318745136261,0.6656765341758728,0.0058916304260492325
57,140,0.001099028973840177,0.9982682466506958,0.0006327247247099876
57,141,0.6891422271728516,0.29961857199668884,0.011239144019782543
57,142,0.00016083844820968807,0.9992413520812988,0.0005978289991617203
57,143,0.8121024370193481,0.1020984947681427,0.08579906076192856
57,144,0.5844939947128296,0.413845032453537,0.001661010435782373
57,145,0.9975504279136658,0.002289912896230817,0.00015972780238371342
57,146,0.8081764578819275,0.10954947769641876,0.08227404206991196
57,147,0.8854196071624756,0.1102854460477829,0.004294990096241236
57,148,0.9700959920883179,0.029675325378775597,0.00022874839487485588
57,149,0.8666649460792542,0.049890484660863876,0.0834445133805275
58,100,0.008981910534203053,0.021309716627001762,0.9697083830833435
58,101,0.5892613530158997,0.26951470971107483,0.1412239521741867
58,102,0.3458935022354126,0.011767794378101826,0.6423386931419373
58,103,0.03732648119330406,0.9257013201713562,0.03697220981121063
58,104,0.5709352493286133,0.03633509948849678,0.39272964000701904
58,105,0.02937263436615467,0.8565199375152588,0.11410752683877945
58,106,0.05983099341392517,0.03886675834655762,0.9013022184371948
58,107,0.8755735158920288,0.052805524319410324,0.07162091881036758
58,108,0.9831569790840149,0.0006333370110951364,0.016209641471505165
58,109,0.004003897774964571,0.01601947285234928,0.9799766540527344
58,110,0.9153055548667908,0.0006369968759827316,0.08405742049217224
58,111,0.6037397980690002,0.06036607548594475,0.3358941674232483
58,112,0.37383171916007996,0.03223269060254097,0.5939356088638306
58,113,0.291502445936203,0.0014916763175278902,0.7070059180259705
58,114,0.001991230994462967,0.8687475323677063,0.12926122546195984
58,115,0.13333985209465027,0.009127258323132992,0.8575329184532166
58,116,0.008104006759822369,0.0011099170660600066,0.990786075592041
58,117,0.16932258009910583,0.046787865459918976,0.7838895916938782
58,118,0.0014786638785153627,0.0014230149099603295,0.9970983266830444
58,119,0.7780745625495911,0.016386251896619797,0.20553916692733765
58,120,0.00037497913581319153,0.002509261015802622,0.9971157312393188
58,121,0.20998607575893402,0.48519477248191833,0.30481916666030884
58,122,0.9777987599372864,5.74470459469012e-06,0.02219548262655735
58,123,0.45232662558555603,0.4318332076072693,0.11584017425775528
58,124,0.4569174349308014,0.0006223373929969966,0.5424602031707764
58,125,0.09798841178417206,0.0035777788143604994,0.8984338045120239
58,126,0.5750196576118469,0.09062216430902481,0.3343581259250641
58,127,6.716622813485174e-10,1.3707720292188696e-08,1.0
58,128,0.16069237887859344,0.0006945960922166705,0.8386130928993225
58,129,0.013374624773859978,1.0033316357294098e-05,0.9866153001785278
58,130,0.9689341187477112,0.028763294219970703,0.002302603330463171
58,131,0.9200882315635681,0.0024669384583830833,0.07744474709033966
58,132,0.0009603179641999304,0.9941628575325012,0.004876829218119383
58,133,0.19747279584407806,0.39267832040786743,0.4098488688468933
58,134,0.6855409741401672,0.00014304151409305632,0.3143159747123718
58,135,0.45997628569602966,0.008986870758235455,0.5310368537902832
58,136,0.1268484741449356,0.017278872430324554,0.855872631072998
